,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
694,4937957,HUL,27,119085,9.0,2.0,0 days 01:20:40.982000,,56519,43779,18787,0 days 01:21:15.353000,0 days 01:21:59.132000,0 days 01:22:17.919000,272.0,296.0,255.0,293.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 01:20:18.872000,2023-09-24 05:21:20.281,1,18.0,False,,False,False
695,5036681,HUL,27,98724,10.0,2.0,,,36218,43888,18618,0 days 01:22:54.137000,0 days 01:23:38.025000,0 days 01:23:56.643000,273.0,302.0,255.0,300.0,True,MEDIUM,2.0,True,Haas F1 Team,0 days 01:22:17.957000,2023-09-24 05:23:19.366,1,18.0,False,,False,True
696,5136530,HUL,27,99849,11.0,2.0,,,36625,44132,19092,0 days 01:24:33.268000,0 days 01:25:17.400000,0 days 01:25:36.492000,272.0,301.0,254.0,296.0,False,MEDIUM,3.0,True,Haas F1 Team,0 days 01:23:56.681000,2023-09-24 05:24:58.090,1,17.0,False,,False,True
697,5236726,HUL,27,100196,12.0,2.0,,,36045,44544,19607,0 days 01:26:12.537000,0 days 01:26:57.081000,0 days 01:27:16.688000,,301.0,255.0,298.0,False,MEDIUM,4.0,True,Haas F1 Team,0 days 01:25:36.530000,2023-09-24 05:26:37.939,12,15.0,False,,False,True
698,5344912,HUL,27,108186,13.0,2.0,,,36057,46119,26010,0 days 01:27:52.745000,0 days 01:28:38.864000,0 days 01:29:04.874000,271.0,115.0,177.0,228.0,False,MEDIUM,5.0,True,Haas F1 Team,0 days 01:27:16.726000,2023-09-24 05:28:18.135,16,15.0,False,,False,False
699,5455778,HUL,27,110866,14.0,2.0,,,47527,44272,19067,0 days 01:29:52.401000,0 days 01:30:36.673000,0 days 01:30:55.740000,226.0,300.0,254.0,299.0,False,MEDIUM,6.0,True,Haas F1 Team,0 days 01:29:04.912000,2023-09-24 05:30:06.321,671,14.0,False,,False,False
700,5555406,HUL,27,99628,15.0,2.0,,,36043,44285,19300,0 days 01:31:31.783000,0 days 01:32:16.068000,0 days 01:32:35.368000,275.0,301.0,254.0,303.0,False,MEDIUM,7.0,True,Haas F1 Team,0 days 01:30:55.778000,2023-09-24 05:31:57.187,1,13.0,False,,False,True
701,5655041,HUL,27,99635,16.0,2.0,,,36096,44426,19113,0 days 01:33:11.464000,0 days 01:33:55.890000,0 days 01:34:15.003000,273.0,301.0,256.0,301.0,False,MEDIUM,8.0,True,Haas F1 Team,0 days 01:32:35.406000,2023-09-24 05:33:36.815,1,13.0,False,,False,True
702,5755174,HUL,27,100133,17.0,2.0,,,36296,44625,19212,0 days 01:34:51.299000,0 days 01:35:35.924000,0 days 01:35:55.136000,272.0,301.0,255.0,299.0,False,MEDIUM,9.0,True,Haas F1 Team,0 days 01:34:15.041000,2023-09-24 05:35:16.450,1,13.0,False,,False,True
703,5856572,HUL,27,101398,18.0,2.0,,,37083,45075,19240,0 days 01:36:32.219000,0 days 01:37:17.294000,0 days 01:37:36.534000,273.0,301.0,254.0,299.0,False,MEDIUM,10.0,True,Haas F1 Team,0 days 01:35:55.174000,2023-09-24 05:36:56.583,1,14.0,False,,False,True
704,5956897,HUL,27,100325,19.0,2.0,,,36320,44887,19118,0 days 01:38:12.854000,0 days 01:38:57.741000,0 days 01:39:16.859000,270.0,302.0,254.0,299.0,False,MEDIUM,11.0,True,Haas F1 Team,0 days 01:37:36.572000,2023-09-24 05:38:37.981,1,13.0,False,,False,True
705,6057474,HUL,27,100577,20.0,2.0,,,36637,44672,19268,0 days 01:39:53.496000,0 days 01:40:38.168000,0 days 01:40:57.436000,271.0,303.0,254.0,299.0,False,MEDIUM,12.0,True,Haas F1 Team,0 days 01:39:16.897000,2023-09-24 05:40:18.306,1,12.0,False,,False,True
706,6160111,HUL,27,102637,21.0,2.0,,0 days 01:42:38.802000,36570,44711,21356,0 days 01:41:34.006000,0 days 01:42:18.717000,0 days 01:42:40.073000,,303.0,,298.0,False,MEDIUM,13.0,True,Haas F1 Team,0 days 01:40:57.474000,2023-09-24 05:41:58.883,1,13.0,False,,False,False
707,6280195,HUL,27,120084,22.0,3.0,0 days 01:43:02.364000,,56872,44249,18963,0 days 01:43:36.945000,0 days 01:44:21.194000,0 days 01:44:40.157000,271.0,300.0,255.0,295.0,False,HARD,1.0,True,Haas F1 Team,0 days 01:42:40.111000,2023-09-24 05:43:41.520,1,15.0,False,,False,False
708,6379522,HUL,27,99327,23.0,3.0,,,36292,44116,18919,0 days 01:45:16.449000,0 days 01:46:00.565000,0 days 01:46:19.484000,272.0,300.0,256.0,297.0,False,HARD,2.0,True,Haas F1 Team,0 days 01:44:40.195000,2023-09-24 05:45:41.604,1,15.0,False,,False,True
709,6477850,HUL,27,98328,24.0,3.0,,,35629,43878,18821,0 days 01:46:55.113000,0 days 01:47:38.991000,0 days 01:47:57.812000,,302.0,256.0,302.0,True,HARD,3.0,True,Haas F1 Team,0 days 01:46:19.522000,2023-09-24 05:47:20.931,1,15.0,False,,False,True
710,6576437,HUL,27,98587,25.0,3.0,,,35792,43917,18878,0 days 01:48:33.604000,0 days 01:49:17.521000,0 days 01:49:36.399000,271.0,302.0,256.0,298.0,False,HARD,4.0,True,Haas F1 Team,0 days 01:47:57.850000,2023-09-24 05:48:59.259,1,15.0,False,,False,True
711,6674855,HUL,27,98418,26.0,3.0,,,35696,43898,18824,0 days 01:50:12.095000,0 days 01:50:55.993000,0 days 01:51:14.817000,273.0,300.0,256.0,296.0,False,HARD,5.0,True,Haas F1 Team,0 days 01:49:36.437000,2023-09-24 05:50:37.846,1,13.0,False,,False,True
712,6773177,HUL,27,98322,27.0,3.0,,,35639,43824,18859,0 days 01:51:50.456000,0 days 01:52:34.280000,0 days 01:52:53.139000,271.0,300.0,256.0,296.0,True,HARD,6.0,True,Haas F1 Team,0 days 01:51:14.855000,2023-09-24 05:52:16.264,1,13.0,False,,False,True
713,6871986,HUL,27,98809,28.0,3.0,,,35813,43983,19013,0 days 01:53:28.952000,0 days 01:54:12.935000,0 days 01:54:31.948000,273.0,301.0,255.0,298.0,False,HARD,7.0,True,Haas F1 Team,0 days 01:52:53.177000,2023-09-24 05:53:54.586,1,13.0,False,,False,True
714,6970527,HUL,27,98541,29.0,3.0,,,35802,43798,18941,0 days 01:55:07.750000,0 days 01:55:51.548000,0 days 01:56:10.489000,275.0,301.0,257.0,302.0,False,HARD,8.0,True,Haas F1 Team,0 days 01:54:31.986000,2023-09-24 05:55:33.395,1,13.0,False,,False,True
715,7069150,HUL,27,98623,30.0,3.0,,,35773,43862,18988,0 days 01:56:46.262000,0 days 01:57:30.124000,0 days 01:57:49.112000,274.0,301.0,256.0,299.0,False,HARD,9.0,True,Haas F1 Team,0 days 01:56:10.527000,2023-09-24 05:57:11.936,1,12.0,False,,False,True
716,7168182,HUL,27,99032,31.0,3.0,,,35962,44026,19044,0 days 01:58:25.074000,0 days 01:59:09.100000,0 days 01:59:28.144000,273.0,300.0,255.0,296.0,False,HARD,10.0,True,Haas F1 Team,0 days 01:57:49.150000,2023-09-24 05:58:50.559,1,11.0,False,,False,True
717,7266674,HUL,27,98492,32.0,3.0,,,35791,43864,18837,0 days 02:00:03.935000,0 days 02:00:47.799000,0 days 02:01:06.636000,275.0,299.0,256.0,301.0,False,HARD,11.0,True,Haas F1 Team,0 days 01:59:28.182000,2023-09-24 06:00:29.591,1,11.0,False,,False,True
718,7365224,HUL,27,98550,33.0,3.0,,,35703,43891,18956,0 days 02:01:42.339000,0 days 02:02:26.230000,0 days 02:02:45.186000,,299.0,256.0,298.0,False,HARD,12.0,True,Haas F1 Team,0 days 02:01:06.674000,2023-09-24 06:02:08.083,1,11.0,False,,False,True
719,7463885,HUL,27,98661,34.0,3.0,,,35683,43998,18980,0 days 02:03:20.869000,0 days 02:04:04.867000,0 days 02:04:23.847000,,300.0,256.0,297.0,False,HARD,13.0,True,Haas F1 Team,0 days 02:02:45.224000,2023-09-24 06:03:46.633,1,11.0,False,,False,True
720,7562913,HUL,27,99028,35.0,3.0,,,35811,44196,19021,0 days 02:04:59.658000,0 days 02:05:43.854000,0 days 02:06:02.875000,274.0,300.0,256.0,298.0,False,HARD,14.0,True,Haas F1 Team,0 days 02:04:23.885000,2023-09-24 06:05:25.294,1,10.0,False,,False,True
721,7662874,HUL,27,99961,36.0,3.0,,,36537,44150,19274,0 days 02:06:39.412000,0 days 02:07:23.562000,0 days 02:07:42.836000,276.0,300.0,255.0,302.0,False,HARD,15.0,True,Haas F1 Team,0 days 02:06:02.913000,2023-09-24 06:07:04.322,1,11.0,False,,False,True
722,7764294,HUL,27,101420,37.0,3.0,,0 days 02:09:22.883000,35879,44127,21414,0 days 02:08:18.715000,0 days 02:09:02.842000,0 days 02:09:24.256000,275.0,300.0,,298.0,False,HARD,16.0,True,Haas F1 Team,0 days 02:07:42.874000,2023-09-24 06:08:44.283,1,11.0,False,,False,False
723,7883228,HUL,27,118934,38.0,4.0,0 days 02:09:46.226000,,56222,43789,18923,0 days 02:10:20.478000,0 days 02:11:04.267000,0 days 02:11:23.190000,273.0,298.0,256.0,294.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 02:09:24.294000,2023-09-24 06:10:25.703,1,14.0,False,,False,False
724,7981618,HUL,27,98390,39.0,4.0,,,35790,43682,18918,0 days 02:11:58.980000,0 days 02:12:42.662000,0 days 02:13:01.580000,275.0,298.0,257.0,295.0,False,MEDIUM,2.0,True,Haas F1 Team,0 days 02:11:23.228000,2023-09-24 06:12:24.637,1,14.0,False,,False,True
725,8079274,HUL,27,97656,40.0,4.0,,,35473,43366,18817,0 days 02:13:37.053000,0 days 02:14:20.419000,0 days 02:14:39.236000,273.0,299.0,257.0,293.0,True,MEDIUM,3.0,True,Haas F1 Team,0 days 02:13:01.618000,2023-09-24 06:14:03.027,1,14.0,False,,False,True
726,8176669,HUL,27,97395,41.0,4.0,,,35291,43355,18749,0 days 02:15:14.527000,0 days 02:15:57.882000,0 days 02:16:16.631000,275.0,300.0,257.0,297.0,True,MEDIUM,4.0,True,Haas F1 Team,0 days 02:14:39.274000,2023-09-24 06:15:40.683,1,14.0,False,,False,True
727,8273978,HUL,27,97309,42.0,4.0,,,35199,43310,18800,0 days 02:16:51.830000,0 days 02:17:35.140000,0 days 02:17:53.940000,276.0,300.0,258.0,297.0,True,MEDIUM,5.0,True,Haas F1 Team,0 days 02:16:16.669000,2023-09-24 06:17:18.078,1,14.0,False,,False,True
728,8371423,HUL,27,97445,43.0,4.0,,,35317,43388,18740,0 days 02:18:29.257000,0 days 02:19:12.645000,0 days 02:19:31.385000,,301.0,257.0,297.0,False,MEDIUM,6.0,True,Haas F1 Team,0 days 02:17:53.978000,2023-09-24 06:18:55.387,1,14.0,False,,False,True
729,8468673,HUL,27,97250,44.0,4.0,,,35091,43363,18796,0 days 02:20:06.476000,0 days 02:20:49.839000,0 days 02:21:08.635000,,300.0,257.0,297.0,True,MEDIUM,7.0,True,Haas F1 Team,0 days 02:19:31.423000,2023-09-24 06:20:32.832,1,14.0,False,,False,True
730,8567809,HUL,27,99136,45.0,4.0,,,35245,44803,19088,0 days 02:21:43.880000,0 days 02:22:28.683000,0 days 02:22:47.771000,275.0,303.0,261.0,300.0,False,MEDIUM,8.0,True,Haas F1 Team,0 days 02:21:08.673000,2023-09-24 06:22:10.082,1,14.0,False,,False,True
731,8665620,HUL,27,97811,46.0,4.0,,,35499,43524,18788,0 days 02:23:23.270000,0 days 02:24:06.794000,0 days 02:24:25.582000,277.0,300.0,257.0,301.0,False,MEDIUM,9.0,True,Haas F1 Team,0 days 02:22:47.809000,2023-09-24 06:23:49.218,1,14.0,False,,False,True
732,8763248,HUL,27,97628,47.0,4.0,,,35265,43522,18841,0 days 02:25:00.847000,0 days 02:25:44.369000,0 days 02:26:03.210000,,300.0,258.0,299.0,False,MEDIUM,10.0,True,Haas F1 Team,0 days 02:24:25.620000,2023-09-24 06:25:27.029,1,14.0,False,,False,True
733,8861108,HUL,27,97860,48.0,4.0,,,35417,43517,18926,0 days 02:26:38.627000,0 days 02:27:22.144000,0 days 02:27:41.070000,275.0,300.0,258.0,295.0,False,MEDIUM,11.0,True,Haas F1 Team,0 days 02:26:03.248000,2023-09-24 06:27:04.657,1,14.0,False,,False,True
734,8958821,HUL,27,97713,49.0,4.0,,,35291,43577,18845,0 days 02:28:16.361000,0 days 02:28:59.938000,0 days 02:29:18.783000,276.0,302.0,257.0,298.0,False,MEDIUM,12.0,True,Haas F1 Team,0 days 02:27:41.108000,2023-09-24 06:28:42.517,1,14.0,False,,False,True
735,9056476,HUL,27,97655,50.0,4.0,,,35360,43408,18887,0 days 02:29:54.143000,0 days 02:30:37.551000,0 days 02:30:56.438000,277.0,301.0,258.0,300.0,False,MEDIUM,13.0,True,Haas F1 Team,0 days 02:29:18.821000,2023-09-24 06:30:20.230,1,14.0,False,,False,True
736,9154220,HUL,27,97744,51.0,4.0,,,35331,43473,18940,0 days 02:31:31.769000,0 days 02:32:15.242000,0 days 02:32:34.182000,276.0,301.0,258.0,296.0,False,MEDIUM,14.0,True,Haas F1 Team,0 days 02:30:56.476000,2023-09-24 06:31:57.885,1,14.0,False,,False,True
737,9252149,HUL,27,97929,52.0,4.0,,,35360,43622,18947,0 days 02:33:09.542000,0 days 02:33:53.164000,0 days 02:34:12.111000,277.0,300.0,256.0,300.0,False,MEDIUM,15.0,True,Haas F1 Team,0 days 02:32:34.220000,2023-09-24 06:33:35.629,1,14.0,False,,False,True
738,3927686,MAG,20,143466,1.0,1.0,,,-1,72761,28800,,0 days 01:04:58.858000,0 days 01:05:27.686000,259.0,156.0,156.0,187.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 01:03:03.844000,2023-09-24 05:04:05.253,124,15.0,False,,False,False
739,4089484,MAG,20,-1,2.0,1.0,,,64670,67868,29325,0 days 01:06:32.263000,0 days 01:07:40.136000,0 days 01:08:09.558000,227.0,229.0,200.0,106.0,False,MEDIUM,2.0,True,Haas F1 Team,0 days 01:05:27.686000,2023-09-24 05:06:29.095,4,15.0,False,,False,False
740,4258612,MAG,20,-1,3.0,1.0,,,67349,70530,31248,0 days 01:09:16.853000,0 days 01:10:27.336000,0 days 01:10:58.602000,215.0,192.0,115.0,197.0,False,MEDIUM,3.0,True,Haas F1 Team,0 days 01:08:09.484000,2023-09-24 05:09:10.893,4,14.0,False,,False,False
741,4416811,MAG,20,-1,4.0,1.0,,,54832,63204,40173,0 days 01:11:53.522000,0 days 01:12:56.631000,0 days 01:13:37.208000,130.0,103.0,254.0,56.0,False,MEDIUM,4.0,True,Haas F1 Team,0 days 01:10:58.612000,2023-09-24 05:12:00.021,41,14.0,False,,False,False
742,4517159,MAG,20,100348,5.0,1.0,,,36604,44397,19347,0 days 01:14:13.387000,0 days 01:14:57.784000,0 days 01:15:17.131000,274.0,301.0,254.0,304.0,True,MEDIUM,5.0,True,Haas F1 Team,0 days 01:13:36.811000,2023-09-24 05:14:38.220,1,14.0,False,,False,True
743,4617526,MAG,20,100367,6.0,1.0,,,36581,44482,19304,0 days 01:15:53.712000,0 days 01:16:38.194000,0 days 01:16:57.498000,269.0,301.0,253.0,300.0,False,MEDIUM,6.0,True,Haas F1 Team,0 days 01:15:17.159000,2023-09-24 05:16:18.568,1,14.0,False,,False,True
744,4718097,MAG,20,100571,7.0,1.0,,,36754,44562,19255,0 days 01:17:34.252000,0 days 01:18:18.814000,0 days 01:18:38.069000,270.0,302.0,253.0,299.0,False,MEDIUM,7.0,True,Haas F1 Team,0 days 01:16:57.526000,2023-09-24 05:17:58.935,1,14.0,False,,False,True
745,4818631,MAG,20,100534,8.0,1.0,,,36781,44468,19285,0 days 01:19:14.850000,0 days 01:19:59.318000,0 days 01:20:18.603000,271.0,299.0,254.0,301.0,False,MEDIUM,8.0,True,Haas F1 Team,0 days 01:18:38.097000,2023-09-24 05:19:39.506,1,13.0,False,,False,True
746,4918949,MAG,20,100318,9.0,1.0,,,36882,44202,19234,0 days 01:20:55.485000,0 days 01:21:39.687000,0 days 01:21:58.921000,268.0,299.0,253.0,295.0,True,MEDIUM,9.0,True,Haas F1 Team,0 days 01:20:18.631000,2023-09-24 05:21:20.040,1,13.0,False,,False,True
747,5019905,MAG,20,100956,10.0,1.0,,,36546,45137,19273,0 days 01:22:35.467000,0 days 01:23:20.604000,0 days 01:23:39.877000,269.0,300.0,254.0,302.0,False,MEDIUM,10.0,True,Haas F1 Team,0 days 01:21:58.949000,2023-09-24 05:23:00.358,1,12.0,True,TRACK LIMITS AT TURN 9 LAP 10 ,False,True
748,5120947,MAG,20,101042,11.0,1.0,,,37193,44678,19171,0 days 01:24:17.070000,0 days 01:25:01.748000,0 days 01:25:20.919000,,302.0,257.0,298.0,False,MEDIUM,11.0,True,Haas F1 Team,0 days 01:23:39.905000,2023-09-24 05:24:41.314,1,12.0,False,,False,True
749,5243883,MAG,20,122936,12.0,1.0,,0 days 01:27:22.568000,36653,64283,22000,0 days 01:25:57.572000,0 days 01:27:01.855000,0 days 01:27:23.855000,267.0,298.0,,290.0,False,MEDIUM,12.0,True,Haas F1 Team,0 days 01:25:20.947000,2023-09-24 05:26:22.356,12,18.0,False,,False,False
750,5381934,MAG,20,138051,13.0,2.0,0 days 01:27:46.302000,,56610,56248,25193,0 days 01:28:20.465000,0 days 01:29:16.713000,0 days 01:29:41.906000,271.0,201.0,192.0,191.0,False,HARD,1.0,True,Haas F1 Team,0 days 01:27:23.883000,2023-09-24 05:28:25.292,167,17.0,False,,False,False
751,5482494,MAG,20,100560,14.0,2.0,,,38350,43265,18945,0 days 01:30:20.256000,0 days 01:31:03.521000,0 days 01:31:22.466000,275.0,296.0,254.0,294.0,False,HARD,2.0,True,Haas F1 Team,0 days 01:29:41.934000,2023-09-24 05:30:43.343,71,16.0,False,,False,False
752,5580867,MAG,20,98373,15.0,2.0,,,35559,43705,19109,0 days 01:31:58.025000,0 days 01:32:41.730000,0 days 01:33:00.839000,271.0,296.0,254.0,295.0,True,HARD,3.0,True,Haas F1 Team,0 days 01:31:22.494000,2023-09-24 05:32:23.903,1,16.0,False,,False,True
753,5679931,MAG,20,99064,16.0,2.0,,,35869,44076,19119,0 days 01:33:36.708000,0 days 01:34:20.784000,0 days 01:34:39.903000,270.0,296.0,254.0,294.0,False,HARD,4.0,True,Haas F1 Team,0 days 01:33:00.867000,2023-09-24 05:34:02.276,1,16.0,False,,False,True
754,5779139,MAG,20,99208,17.0,2.0,,,36101,43897,19210,0 days 01:35:16.004000,0 days 01:35:59.901000,0 days 01:36:19.111000,,297.0,254.0,293.0,False,HARD,5.0,True,Haas F1 Team,0 days 01:34:39.931000,2023-09-24 05:35:41.340,1,16.0,False,,False,True
755,5878424,MAG,20,99285,18.0,2.0,,,35939,44101,19245,0 days 01:36:55.050000,0 days 01:37:39.151000,0 days 01:37:58.396000,,298.0,252.0,294.0,False,HARD,6.0,True,Haas F1 Team,0 days 01:36:19.139000,2023-09-24 05:37:20.548,1,16.0,False,,False,True
756,5977861,MAG,20,99437,19.0,2.0,,,36123,44137,19177,0 days 01:38:34.519000,0 days 01:39:18.656000,0 days 01:39:37.833000,271.0,299.0,254.0,296.0,False,HARD,7.0,True,Haas F1 Team,0 days 01:37:58.424000,2023-09-24 05:38:59.833,1,16.0,False,,False,True
757,6077129,MAG,20,99268,20.0,2.0,,,35993,44044,19231,0 days 01:40:13.826000,0 days 01:40:57.870000,0 days 01:41:17.101000,272.0,298.0,253.0,298.0,False,HARD,8.0,True,Haas F1 Team,0 days 01:39:37.861000,2023-09-24 05:40:39.270,1,16.0,False,,False,True
758,6176763,MAG,20,99634,21.0,2.0,,,36060,44371,19203,0 days 01:41:53.161000,0 days 01:42:37.532000,0 days 01:42:56.735000,,298.0,253.0,298.0,False,HARD,9.0,True,Haas F1 Team,0 days 01:41:17.129000,2023-09-24 05:42:18.538,1,15.0,False,,False,True
759,6276518,MAG,20,99755,22.0,2.0,,,36231,44359,19165,0 days 01:43:32.966000,0 days 01:44:17.325000,0 days 01:44:36.490000,271.0,298.0,253.0,295.0,False,HARD,10.0,True,Haas F1 Team,0 days 01:42:56.763000,2023-09-24 05:43:58.172,1,14.0,False,,False,True
760,6376048,MAG,20,99530,23.0,2.0,,,36163,44217,19150,0 days 01:45:12.653000,0 days 01:45:56.870000,0 days 01:46:16.020000,272.0,299.0,253.0,298.0,False,HARD,11.0,True,Haas F1 Team,0 days 01:44:36.518000,2023-09-24 05:45:37.927,1,14.0,False,,False,True
761,6475889,MAG,20,99841,24.0,2.0,,,36348,44343,19150,0 days 01:46:52.368000,0 days 01:47:36.711000,0 days 01:47:55.861000,,299.0,255.0,297.0,False,HARD,12.0,True,Haas F1 Team,0 days 01:46:16.048000,2023-09-24 05:47:17.457,1,14.0,False,,False,True
762,6575390,MAG,20,99501,25.0,2.0,,,36026,44268,19207,0 days 01:48:31.887000,0 days 01:49:16.155000,0 days 01:49:35.362000,271.0,298.0,253.0,295.0,False,HARD,13.0,True,Haas F1 Team,0 days 01:47:55.889000,2023-09-24 05:48:57.298,1,14.0,False,,False,True
763,6676071,MAG,20,100681,26.0,2.0,,,36118,45308,19255,0 days 01:50:11.480000,0 days 01:50:56.788000,0 days 01:51:16.043000,272.0,302.0,257.0,301.0,False,HARD,14.0,True,Haas F1 Team,0 days 01:49:35.390000,2023-09-24 05:50:36.799,1,14.0,False,,False,True
764,6775727,MAG,20,99656,27.0,2.0,,,36344,44255,19057,0 days 01:51:52.387000,0 days 01:52:36.642000,0 days 01:52:55.699000,277.0,300.0,254.0,303.0,False,HARD,15.0,True,Haas F1 Team,0 days 01:51:16.071000,2023-09-24 05:52:17.480,1,14.0,False,,False,True
765,6876006,MAG,20,100279,28.0,2.0,,,36493,44567,19219,0 days 01:53:32.192000,0 days 01:54:16.759000,0 days 01:54:35.978000,273.0,301.0,253.0,301.0,False,HARD,16.0,True,Haas F1 Team,0 days 01:52:55.727000,2023-09-24 05:53:57.136,1,14.0,False,,False,True
766,6976350,MAG,20,100344,29.0,2.0,,,36576,44490,19278,0 days 01:55:12.554000,0 days 01:55:57.044000,0 days 01:56:16.322000,271.0,299.0,254.0,297.0,False,HARD,17.0,True,Haas F1 Team,0 days 01:54:36.006000,2023-09-24 05:55:37.415,1,14.0,False,,False,True
767,7077472,MAG,20,101122,30.0,2.0,,,37317,44643,19162,0 days 01:56:53.639000,0 days 01:57:38.282000,0 days 01:57:57.444000,274.0,301.0,254.0,300.0,False,HARD,18.0,True,Haas F1 Team,0 days 01:56:16.350000,2023-09-24 05:57:17.759,1,14.0,False,,False,True
768,7179976,MAG,20,102504,31.0,2.0,,0 days 01:59:38.659000,36466,44438,21600,0 days 01:58:33.910000,0 days 01:59:18.348000,0 days 01:59:39.948000,277.0,300.0,,300.0,False,HARD,19.0,True,Haas F1 Team,0 days 01:57:57.472000,2023-09-24 05:58:58.881,1,13.0,False,,False,False
769,7298452,MAG,20,118476,32.0,3.0,0 days 02:00:02.424000,,56000,43547,18929,0 days 02:00:35.948000,0 days 02:01:19.495000,0 days 02:01:38.424000,272.0,297.0,255.0,294.0,False,HARD,1.0,True,Haas F1 Team,0 days 01:59:39.976000,2023-09-24 06:00:41.385,1,15.0,False,,False,False
770,7396729,MAG,20,98277,33.0,3.0,,,35593,43743,18941,0 days 02:02:14.017000,0 days 02:02:57.760000,0 days 02:03:16.701000,,298.0,255.0,293.0,True,HARD,2.0,True,Haas F1 Team,0 days 02:01:38.452000,2023-09-24 06:02:39.861,1,15.0,False,,False,True
771,7494993,MAG,20,98264,34.0,3.0,,,35615,43705,18944,0 days 02:03:52.316000,0 days 02:04:36.021000,0 days 02:04:54.965000,,299.0,254.0,296.0,True,HARD,3.0,True,Haas F1 Team,0 days 02:03:16.729000,2023-09-24 06:04:18.138,1,15.0,False,,False,True
772,7593670,MAG,20,98677,35.0,3.0,,,35841,43762,19074,0 days 02:05:30.806000,0 days 02:06:14.568000,0 days 02:06:33.642000,271.0,298.0,253.0,294.0,False,HARD,4.0,True,Haas F1 Team,0 days 02:04:54.993000,2023-09-24 06:05:56.402,1,15.0,False,,False,True
773,7691688,MAG,20,98018,36.0,3.0,,,35445,43560,19013,0 days 02:07:09.087000,0 days 02:07:52.647000,0 days 02:08:11.660000,276.0,296.0,255.0,297.0,True,HARD,5.0,True,Haas F1 Team,0 days 02:06:33.670000,2023-09-24 06:07:35.079,1,15.0,False,,False,True
774,7789860,MAG,20,98172,37.0,3.0,,,35600,43565,19007,0 days 02:08:47.260000,0 days 02:09:30.825000,0 days 02:09:49.832000,271.0,298.0,255.0,292.0,False,HARD,6.0,True,Haas F1 Team,0 days 02:08:11.688000,2023-09-24 06:09:13.097,1,15.0,False,,False,True
775,7888081,MAG,20,98221,38.0,3.0,,,35567,43635,19019,0 days 02:10:25.399000,0 days 02:11:09.034000,0 days 02:11:28.053000,273.0,299.0,255.0,295.0,False,HARD,7.0,True,Haas F1 Team,0 days 02:09:49.860000,2023-09-24 06:10:51.269,1,15.0,False,,False,True
776,7986086,MAG,20,98005,39.0,3.0,,,35489,43607,18909,0 days 02:12:03.542000,0 days 02:12:47.149000,0 days 02:13:06.058000,274.0,299.0,256.0,298.0,True,HARD,8.0,True,Haas F1 Team,0 days 02:11:28.081000,2023-09-24 06:12:29.490,1,15.0,False,,False,True
777,8084044,MAG,20,97958,40.0,3.0,,,35475,43606,18877,0 days 02:13:41.533000,0 days 02:14:25.139000,0 days 02:14:44.016000,275.0,299.0,255.0,298.0,True,HARD,9.0,True,Haas F1 Team,0 days 02:13:06.086000,2023-09-24 06:14:07.495,1,15.0,False,,False,True
778,8181886,MAG,20,97842,41.0,3.0,,,35495,43528,18819,0 days 02:15:19.511000,0 days 02:16:03.039000,0 days 02:16:21.858000,276.0,299.0,256.0,299.0,True,HARD,10.0,True,Haas F1 Team,0 days 02:14:44.044000,2023-09-24 06:15:45.453,1,15.0,False,,False,True
779,8281115,MAG,20,99229,42.0,3.0,,,35394,44851,18984,0 days 02:16:57.252000,0 days 02:17:42.103000,0 days 02:18:01.087000,274.0,300.0,255.0,299.0,False,HARD,11.0,True,Haas F1 Team,0 days 02:16:21.886000,2023-09-24 06:17:23.295,1,15.0,False,,False,True
780,8379321,MAG,20,98206,43.0,3.0,,,35704,43633,18869,0 days 02:18:36.791000,0 days 02:19:20.424000,0 days 02:19:39.293000,276.0,301.0,255.0,299.0,False,HARD,12.0,True,Haas F1 Team,0 days 02:18:01.115000,2023-09-24 06:19:02.524,1,15.0,False,,False,True
781,8477387,MAG,20,98066,44.0,3.0,,,35602,43685,18779,0 days 02:20:14.895000,0 days 02:20:58.580000,0 days 02:21:17.359000,273.0,299.0,256.0,295.0,False,HARD,13.0,True,Haas F1 Team,0 days 02:19:39.321000,2023-09-24 06:20:40.730,1,15.0,False,,False,True
782,8575894,MAG,20,98507,45.0,3.0,,,35587,43801,19119,0 days 02:21:52.946000,0 days 02:22:36.747000,0 days 02:22:55.866000,,298.0,254.0,295.0,False,HARD,14.0,True,Haas F1 Team,0 days 02:21:17.387000,2023-09-24 06:22:18.796,1,15.0,False,,False,True
783,8674792,MAG,20,98898,46.0,3.0,,,35721,43976,19201,0 days 02:23:31.587000,0 days 02:24:15.563000,0 days 02:24:34.764000,,298.0,255.0,295.0,False,HARD,15.0,True,Haas F1 Team,0 days 02:22:55.894000,2023-09-24 06:23:57.303,1,15.0,False,,False,True
